CARRIER,DEST,ORIGIN,DAY_WEEK,FLIGHT_STATUS,UPDATED_CRS_DEP_TIME,UPDATED_DEP_TIME,DELAY_IN_MINS
RU,EWR,IAD,3,ontime,15:00,14:56,-4
RU,EWR,DCA,3,ontime,16:30,16:25,-5
RU,EWR,IAD,3,ontime,19:00,18:58,-2
RU,EWR,IAD,3,ontime,13:00,12:55,-5
RU,EWR,DCA,3,ontime,15:25,15:24,-1
RU,EWR,DCA,3,ontime,21:00,21:00,0
OH,JFK,BWI,4,ontime,14:55,14:55,0
DH,JFK,DCA,4,ontime,16:40,16:37,-3
DH,LGA,IAD,4,ontime,12:45,13:10,25
DH,LGA,IAD,4,delayed,14:55,15:45,50
DH,LGA,IAD,4,delayed,21:20,21:33,13
DH,JFK,IAD,4,ontime,8:40,8:58,18
DH,JFK,IAD,4,ontime,12:40,12:36,-4
DH,JFK,IAD,4,ontime,14:55,15:02,7
DH,JFK,IAD,4,ontime,16:45,16:44,-1
DH,JFK,IAD,4,ontime,17:15,17:14,-1
DH,JFK,IAD,4,ontime,21:20,21:38,18
DH,JFK,IAD,4,ontime,16:10,16:05,-5
DL,JFK,DCA,4,ontime,14:55,15:01,6
DL,LGA,DCA,4,ontime,6:30,6:30,0
DL,LGA,DCA,4,delayed,7:30,7:29,-1
DL,LGA,DCA,4,ontime,9:30,9:43,13
DL,LGA,DCA,4,ontime,11:30,11:30,0
DL,LGA,DCA,4,ontime,13:30,13:30,0
DL,LGA,DCA,4,ontime,14:30,14:28,-2
DL,LGA,DCA,4,ontime,15:30,15:30,0
DL,LGA,DCA,4,ontime,16:30,16:30,0
DL,LGA,DCA,4,ontime,17:30,17:36,6
DL,LGA,DCA,4,ontime,18:30,18:31,1
DL,LGA,DCA,4,delayed,19:30,19:28,-2
DL,LGA,DCA,4,delayed,20:30,20:29,-1
MQ,JFK,DCA,4,ontime,15:30,15:23,-7
MQ,JFK,DCA,4,ontime,6:00,5:53,-7
MQ,JFK,DCA,4,ontime,18:30,18:34,4
MQ,LGA,DCA,4,delayed,8:00,8:00,0
MQ,LGA,DCA,4,ontime,11:00,10:50,-10
MQ,LGA,DCA,4,delayed,13:00,13:41,41
MQ,LGA,DCA,4,ontime,14:00,14:00,0
MQ,LGA,DCA,4,ontime,15:00,15:19,19
MQ,LGA,DCA,4,delayed,16:00,16:43,43
MQ,LGA,DCA,4,delayed,17:00,17:58,58
MQ,LGA,DCA,4,delayed,19:00,20:12,72
UA,LGA,IAD,4,delayed,8:50,9:55,65
US,LGA,DCA,4,delayed,6:30,6:27,-3
US,LGA,DCA,4,ontime,8:00,8:15,15
US,LGA,DCA,4,delayed,9:00,10:19,79
US,LGA,DCA,4,ontime,11:00,10:58,-2
US,LGA,DCA,4,ontime,12:00,11:58,-2
US,LGA,DCA,4,ontime,14:00,13:58,-2
US,LGA,DCA,4,ontime,15:00,14:58,-2
US,LGA,DCA,4,ontime,16:00,15:59,-1
US,LGA,DCA,4,ontime,17:00,17:01,1
US,LGA,DCA,4,ontime,18:00,17:59,-1
US,LGA,DCA,4,delayed,19:00,18:58,-2
US,LGA,DCA,4,delayed,21:00,20:56,-4
RU,EWR,BWI,4,ontime,14:55,14:50,-5
RU,EWR,BWI,4,delayed,10:30,10:27,-3
RU,EWR,BWI,4,delayed,17:20,18:11,51
CO,EWR,DCA,4,delayed,7:35,8:15,40
CO,EWR,DCA,4,delayed,19:00,19:51,51
CO,EWR,DCA,4,ontime,13:00,12:56,-4
DH,EWR,IAD,4,ontime,8:40,8:35,-5
DH,EWR,IAD,4,ontime,12:45,12:37,-8
DH,EWR,IAD,4,ontime,21:20,21:16,-4
DH,EWR,IAD,4,ontime,6:30,6:23,-7
RU,EWR,DCA,4,ontime,6:45,6:43,-2
RU,EWR,IAD,4,delayed,19:00,19:52,52
RU,EWR,IAD,4,delayed,7:00,6:54,-6
RU,EWR,IAD,4,delayed,13:00,13:45,45
RU,EWR,DCA,4,ontime,16:30,16:46,16
RU,EWR,DCA,4,ontime,15:25,15:25,0
RU,EWR,IAD,4,ontime,15:00,15:04,4
RU,EWR,DCA,4,delayed,21:00,21:40,40
RU,EWR,DCA,4,delayed,9:00,9:56,56
RU,EWR,DCA,4,ontime,13:59,13:59,0
OH,JFK,BWI,5,ontime,14:55,14:55,0
DH,JFK,DCA,5,ontime,16:40,16:48,8
DH,LGA,IAD,5,delayed,14:55,15:45,50
DH,LGA,IAD,5,delayed,17:15,19:52,157
DH,LGA,IAD,5,ontime,21:20,21:17,-3
DH,LGA,IAD,5,ontime,6:40,6:40,0
DH,JFK,IAD,5,ontime,8:40,8:40,0
DH,JFK,IAD,5,ontime,12:40,12:46,6
DH,JFK,IAD,5,ontime,14:55,14:54,-1
DH,JFK,IAD,5,ontime,16:45,16:53,8
DH,JFK,IAD,5,ontime,17:15,17:09,-6
DH,JFK,IAD,5,ontime,21:20,21:27,7
DH,JFK,IAD,5,ontime,16:10,16:07,-3
DL,JFK,DCA,5,delayed,14:55,15:00,5
DL,LGA,DCA,5,ontime,6:30,6:30,0
DL,LGA,DCA,5,ontime,7:30,7:39,9
DL,LGA,DCA,5,delayed,8:30,8:29,-1
DL,LGA,DCA,5,ontime,9:30,9:29,-1
DL,LGA,DCA,5,delayed,10:30,10:40,10
DL,LGA,DCA,5,ontime,11:30,11:29,-1
DL,LGA,DCA,5,ontime,12:30,12:28,-2
DL,LGA,DCA,5,ontime,13:30,13:31,1
DL,LGA,DCA,5,ontime,14:30,14:29,-1
DL,LGA,DCA,5,ontime,15:30,15:32,2
DL,LGA,DCA,5,ontime,16:30,16:30,0
DL,LGA,DCA,5,ontime,17:30,17:28,-2
DL,LGA,DCA,5,ontime,18:30,18:30,0
DL,LGA,DCA,5,ontime,19:30,19:31,1
DL,LGA,DCA,5,ontime,20:30,20:28,-2
MQ,JFK,DCA,5,ontime,15:30,15:22,-8
MQ,JFK,DCA,5,ontime,6:00,5:53,-7
MQ,JFK,DCA,5,delayed,18:30,20:19,109
MQ,LGA,DCA,5,delayed,8:00,7:47,-13
MQ,LGA,DCA,5,delayed,9:00,8:56,-4
MQ,LGA,DCA,5,delayed,11:00,12:17,77
MQ,LGA,DCA,5,delayed,13:00,13:15,15
MQ,LGA,DCA,5,delayed,14:00,14:29,29
MQ,LGA,DCA,5,delayed,16:00,17:05,65
MQ,LGA,DCA,5,delayed,17:00,17:29,29
MQ,LGA,DCA,5,delayed,19:00,20:06,66
UA,LGA,IAD,5,delayed,8:50,9:55,65
US,LGA,DCA,5,ontime,6:30,6:28,-2
US,LGA,DCA,5,ontime,7:00,6:57,-3
US,LGA,DCA,5,ontime,8:00,7:56,-4
US,LGA,DCA,5,delayed,9:00,8:59,-1
US,LGA,DCA,5,ontime,10:00,9:58,-2
US,LGA,DCA,5,ontime,11:00,10:59,-1
US,LGA,DCA,5,ontime,12:00,11:51,-9
US,LGA,DCA,5,ontime,13:00,12:58,-2
US,LGA,DCA,5,ontime,14:00,13:56,-4
US,LGA,DCA,5,ontime,15:00,14:57,-3
US,LGA,DCA,5,ontime,16:00,15:58,-2
US,LGA,DCA,5,ontime,17:00,16:58,-2
US,LGA,DCA,5,ontime,18:00,17:58,-2
US,LGA,DCA,5,delayed,19:00,19:00,0
US,LGA,DCA,5,ontime,20:00,20:00,0
US,LGA,DCA,5,ontime,21:00,20:57,-3
RU,EWR,BWI,5,delayed,17:20,18:49,89
RU,EWR,BWI,5,delayed,10:30,10:53,23
RU,EWR,BWI,5,delayed,14:55,16:00,65
RU,EWR,BWI,5,ontime,7:00,6:54,-6
CO,EWR,DCA,5,delayed,13:00,14:23,83
CO,EWR,DCA,5,delayed,17:30,19:12,102
CO,EWR,DCA,5,ontime,7:35,7:29,-6
DH,EWR,IAD,5,ontime,8:40,8:34,-6
DH,EWR,IAD,5,ontime,17:10,17:11,1
DH,EWR,IAD,5,ontime,12:45,12:49,4
DH,EWR,IAD,5,ontime,21:20,21:20,0
DH,EWR,IAD,5,delayed,6:30,7:00,30
RU,EWR,IAD,5,delayed,15:00,16:02,62
RU,EWR,DCA,5,ontime,6:45,6:43,-2
RU,EWR,DCA,5,delayed,15:25,16:22,57
RU,EWR,DCA,5,delayed,13:59,15:49,110
RU,EWR,DCA,5,delayed,16:30,17:53,83
RU,EWR,IAD,5,delayed,13:00,14:21,81
RU,EWR,DCA,5,ontime,9:00,8:59,-1
RU,EWR,IAD,5,delayed,19:00,20:45,105
RU,EWR,IAD,5,ontime,7:00,6:57,-3
RU,EWR,DCA,5,ontime,21:00,20:50,-10
RU,EWR,IAD,5,delayed,17:00,18:27,87
OH,JFK,BWI,6,ontime,14:55,14:55,0
DH,JFK,DCA,6,ontime,16:40,16:37,-3
DH,LGA,IAD,6,ontime,12:45,12:44,-1
DH,LGA,IAD,6,ontime,17:15,17:14,-1
DH,LGA,IAD,6,delayed,21:20,22:30,70
DH,JFK,IAD,6,ontime,8:40,8:53,13
DH,JFK,IAD,6,ontime,12:40,12:36,-4
DH,JFK,IAD,6,ontime,16:45,16:41,-4
DH,JFK,IAD,6,delayed,17:15,17:20,5
DH,JFK,IAD,6,delayed,21:20,21:36,16
DH,JFK,IAD,6,delayed,18:00,18:08,8
DL,JFK,DCA,6,delayed,14:55,15:09,14
DL,LGA,DCA,6,ontime,7:30,7:27,-3
DL,LGA,DCA,6,ontime,8:30,8:28,-2
DL,LGA,DCA,6,ontime,10:30,10:28,-2
DL,LGA,DCA,6,ontime,14:30,14:30,0
DL,LGA,DCA,6,delayed,16:30,17:08,38
DL,LGA,DCA,6,ontime,18:30,18:29,-1
DL,LGA,DCA,6,ontime,20:30,20:26,-4
MQ,JFK,DCA,6,ontime,15:30,15:29,-1
MQ,JFK,DCA,6,ontime,6:00,5:54,-6
MQ,JFK,DCA,6,ontime,18:30,18:27,-3
MQ,LGA,DCA,6,ontime,9:00,8:55,-5
MQ,LGA,DCA,6,ontime,13:00,12:47,-13
UA,LGA,IAD,6,ontime,8:50,8:49,-1
US,LGA,DCA,6,ontime,7:00,6:54,-6
US,LGA,DCA,6,ontime,9:00,8:59,-1
US,LGA,DCA,6,ontime,11:00,11:00,0
US,LGA,DCA,6,ontime,13:00,12:59,-1
US,LGA,DCA,6,ontime,15:00,14:56,-4
US,LGA,DCA,6,ontime,17:00,16:58,-2
US,LGA,DCA,6,ontime,19:00,18:54,-6
RU,EWR,BWI,6,ontime,17:20,17:17,-3
RU,EWR,BWI,6,ontime,14:55,14:45,-10
RU,EWR,BWI,6,ontime,10:30,10:28,-2
RU,EWR,BWI,6,ontime,7:00,6:58,-2
CO,EWR,DCA,6,ontime,13:00,12:58,-2
DH,EWR,IAD,6,ontime,8:40,8:35,-5
DH,EWR,IAD,6,ontime,17:10,17:00,-10
DH,EWR,IAD,6,ontime,12:45,12:40,-5
DH,EWR,IAD,6,delayed,21:20,21:19,-1
RU,EWR,IAD,6,ontime,7:00,6:58,-2
RU,EWR,DCA,6,ontime,16:00,16:01,1
RU,EWR,DCA,6,ontime,17:30,17:27,-3
RU,EWR,DCA,6,ontime,13:59,13:51,-8
RU,EWR,IAD,6,ontime,15:00,14:57,-3
RU,EWR,DCA,6,ontime,9:30,9:24,-6
RU,EWR,IAD,6,ontime,17:00,16:55,-5
RU,EWR,DCA,6,ontime,6:45,6:41,-4
OH,JFK,BWI,7,ontime,14:55,14:55,0
DH,JFK,DCA,7,delayed,16:40,16:59,19
DH,LGA,IAD,7,ontime,12:45,13:02,17
DH,LGA,IAD,7,delayed,14:55,15:26,31
DH,LGA,IAD,7,delayed,17:15,18:02,47
DH,LGA,IAD,7,ontime,21:20,21:10,-10
DH,JFK,IAD,7,ontime,8:40,8:33,-7
DH,JFK,IAD,7,ontime,12:40,12:49,9
DH,JFK,IAD,7,delayed,14:55,15:39,44
DH,JFK,IAD,7,ontime,16:45,16:46,1
DH,JFK,IAD,7,delayed,17:15,17:09,-6
DH,JFK,IAD,7,ontime,21:20,21:11,-9
DH,JFK,IAD,7,delayed,16:10,17:06,56
DL,JFK,DCA,7,delayed,14:55,15:55,60
DL,LGA,DCA,7,ontime,8:30,8:30,0
DL,LGA,DCA,7,ontime,10:30,10:29,-1
DL,LGA,DCA,7,delayed,12:30,12:30,0
DL,LGA,DCA,7,ontime,14:30,14:30,0
DL,LGA,DCA,7,ontime,16:30,16:32,2
DL,LGA,DCA,7,delayed,18:30,18:43,13
DL,LGA,DCA,7,ontime,20:30,20:29,-1
MQ,JFK,DCA,7,delayed,15:30,15:49,19
MQ,JFK,DCA,7,delayed,6:00,5:52,-8
MQ,JFK,DCA,7,ontime,9:25,9:19,-6
MQ,JFK,DCA,7,delayed,18:30,20:23,113
MQ,LGA,DCA,7,delayed,13:00,13:30,30
MQ,LGA,DCA,7,delayed,15:00,15:40,40
MQ,LGA,DCA,7,delayed,17:00,18:18,78
MQ,LGA,DCA,7,delayed,19:00,20:04,64
UA,LGA,IAD,7,ontime,8:50,8:48,-2
US,LGA,DCA,7,ontime,9:00,8:58,-2
US,LGA,DCA,7,ontime,10:00,9:54,-6
US,LGA,DCA,7,ontime,11:00,11:02,2
US,LGA,DCA,7,ontime,12:00,11:59,-1
US,LGA,DCA,7,delayed,13:00,12:57,-3
US,LGA,DCA,7,ontime,14:00,13:56,-4
US,LGA,DCA,7,delayed,16:00,15:55,-5
US,LGA,DCA,7,ontime,18:00,17:57,-3
US,LGA,DCA,7,ontime,19:00,18:55,-5
US,LGA,DCA,7,ontime,20:00,19:57,-3
US,LGA,DCA,7,ontime,21:00,20:55,-5
RU,EWR,BWI,7,delayed,10:30,10:57,27
RU,EWR,BWI,7,delayed,13:15,13:14,-1
RU,EWR,BWI,7,delayed,14:55,15:28,33
CO,EWR,DCA,7,ontime,13:00,12:58,-2
CO,EWR,DCA,7,delayed,16:30,17:54,84
CO,EWR,DCA,7,delayed,19:00,19:59,59
DH,EWR,IAD,7,ontime,8:40,8:34,-6
DH,EWR,IAD,7,delayed,17:10,19:00,110
DH,EWR,IAD,7,delayed,12:45,12:46,1
DH,EWR,IAD,7,ontime,21:20,21:17,-3
RU,EWR,IAD,7,delayed,15:00,16:30,90
RU,EWR,DCA,7,delayed,13:59,16:22,143
RU,EWR,IAD,7,ontime,8:45,8:41,-4
RU,EWR,DCA,7,ontime,9:30,9:25,-5
OH,JFK,BWI,1,ontime,14:55,14:55,0
DH,JFK,DCA,1,ontime,16:40,16:36,-4
DH,LGA,IAD,1,ontime,12:45,13:03,18
DH,LGA,IAD,1,ontime,14:55,14:45,-10
DH,LGA,IAD,1,ontime,17:15,17:09,-6
DH,LGA,IAD,1,delayed,6:40,8:47,127
DH,LGA,IAD,1,ontime,10:40,10:35,-5
DH,JFK,IAD,1,ontime,8:40,8:33,-7
DH,JFK,IAD,1,ontime,12:40,12:37,-3
DH,JFK,IAD,1,ontime,14:55,14:54,-1
DH,JFK,IAD,1,ontime,16:45,16:41,-4
DH,JFK,IAD,1,ontime,17:15,17:10,-5
DH,JFK,IAD,1,ontime,21:20,21:21,1
DH,JFK,IAD,1,ontime,16:10,16:03,-7
DL,JFK,DCA,1,delayed,14:55,15:06,11
DL,LGA,DCA,1,ontime,7:30,7:31,1
DL,LGA,DCA,1,ontime,8:30,8:42,12
DL,LGA,DCA,1,ontime,10:30,10:29,-1
DL,LGA,DCA,1,ontime,12:30,12:31,1
DL,LGA,DCA,1,ontime,14:30,14:31,1
DL,LGA,DCA,1,ontime,15:30,15:30,0
DL,LGA,DCA,1,ontime,16:30,16:30,0
DL,LGA,DCA,1,ontime,18:30,18:29,-1
DL,LGA,DCA,1,ontime,19:30,19:30,0
DL,LGA,DCA,1,ontime,20:30,20:29,-1
MQ,JFK,DCA,1,ontime,15:30,15:36,6
MQ,JFK,DCA,1,ontime,6:00,5:53,-7
MQ,JFK,DCA,1,delayed,18:30,18:46,16
MQ,LGA,DCA,1,delayed,7:00,7:58,58
MQ,LGA,DCA,1,delayed,8:00,8:22,22
MQ,LGA,DCA,1,ontime,9:00,8:58,-2
MQ,LGA,DCA,1,ontime,11:00,11:00,0
MQ,LGA,DCA,1,ontime,13:00,12:53,-7
MQ,LGA,DCA,1,ontime,14:00,13:56,-4
MQ,LGA,DCA,1,delayed,15:00,15:34,34
MQ,LGA,DCA,1,ontime,16:00,15:59,-1
MQ,LGA,DCA,1,ontime,17:00,17:17,17
MQ,LGA,DCA,1,delayed,19:00,19:37,37
UA,LGA,IAD,1,ontime,8:50,8:46,-4
US,LGA,DCA,1,ontime,6:30,6:27,-3
US,LGA,DCA,1,ontime,7:00,6:56,-4
US,LGA,DCA,1,ontime,8:00,7:58,-2
US,LGA,DCA,1,ontime,9:00,8:58,-2
US,LGA,DCA,1,ontime,10:00,9:55,-5
US,LGA,DCA,1,ontime,11:00,10:59,-1
US,LGA,DCA,1,ontime,12:00,11:57,-3
US,LGA,DCA,1,ontime,13:00,12:56,-4
US,LGA,DCA,1,ontime,14:00,13:53,-7
US,LGA,DCA,1,ontime,15:00,14:56,-4
US,LGA,DCA,1,ontime,16:00,15:58,-2
US,LGA,DCA,1,ontime,17:00,16:56,-4
US,LGA,DCA,1,ontime,18:00,17:55,-5
US,LGA,DCA,1,ontime,19:00,18:55,-5
US,LGA,DCA,1,ontime,20:00,19:56,-4
US,LGA,DCA,1,ontime,21:00,20:57,-3
RU,EWR,BWI,1,ontime,17:20,17:10,-10
RU,EWR,BWI,1,ontime,10:30,10:28,-2
RU,EWR,BWI,1,ontime,7:00,6:54,-6
RU,EWR,BWI,1,ontime,14:55,14:51,-4
CO,EWR,DCA,1,delayed,17:30,17:32,2
CO,EWR,DCA,1,ontime,13:00,12:53,-7
CO,EWR,DCA,1,ontime,7:35,7:28,-7
CO,EWR,DCA,1,ontime,19:00,18:57,-3
DH,EWR,IAD,1,ontime,8:40,8:32,-8
DH,EWR,IAD,1,ontime,17:10,17:05,-5
DH,EWR,IAD,1,ontime,12:45,12:37,-8
DH,EWR,IAD,1,delayed,21:20,23:00,100
DH,EWR,IAD,1,ontime,6:30,6:27,-3
DH,EWR,IAD,1,ontime,14:30,14:27,-3
RU,EWR,IAD,1,delayed,19:00,20:51,111
RU,EWR,IAD,1,ontime,13:00,12:58,-2
RU,EWR,DCA,1,ontime,6:45,6:45,0
RU,EWR,DCA,1,ontime,15:25,15:30,5
RU,EWR,IAD,1,ontime,7:00,6:56,-4
RU,EWR,IAD,1,ontime,17:00,16:59,-1
RU,EWR,IAD,1,ontime,15:00,14:55,-5
RU,EWR,DCA,1,ontime,16:30,16:28,-2
RU,EWR,DCA,1,ontime,13:59,13:55,-4
RU,EWR,DCA,1,ontime,9:00,8:55,-5
RU,EWR,DCA,1,ontime,21:00,20:52,-8
OH,JFK,BWI,2,ontime,14:55,15:00,5
DH,JFK,DCA,2,ontime,16:40,16:37,-3
DH,LGA,IAD,2,ontime,12:45,13:00,15
DH,LGA,IAD,2,ontime,14:55,14:55,0
DH,LGA,IAD,2,ontime,17:15,17:25,10
DH,LGA,IAD,2,ontime,21:20,21:43,23
DH,LGA,IAD,2,ontime,6:40,6:35,-5
DH,LGA,IAD,2,ontime,10:40,10:33,-7
DH,JFK,IAD,2,ontime,8:40,8:35,-5
DH,JFK,IAD,2,delayed,12:40,13:51,71
DH,JFK,IAD,2,ontime,14:55,14:46,-9
DH,JFK,IAD,2,ontime,16:45,16:43,-2
DH,JFK,IAD,2,ontime,17:15,17:06,-9
DH,JFK,IAD,2,ontime,21:20,21:18,-2
DH,JFK,IAD,2,ontime,16:10,16:32,22
DL,JFK,DCA,2,delayed,14:55,15:14,19
DL,LGA,DCA,2,ontime,6:30,6:29,-1
DL,LGA,DCA,2,ontime,7:30,7:29,-1
DL,LGA,DCA,2,ontime,8:30,8:39,9
DL,LGA,DCA,2,ontime,9:30,9:29,-1
DL,LGA,DCA,2,ontime,10:30,10:29,-1
DL,LGA,DCA,2,ontime,11:30,11:29,-1
DL,LGA,DCA,2,ontime,12:30,12:27,-3
DL,LGA,DCA,2,ontime,13:30,13:29,-1
DL,LGA,DCA,2,ontime,14:30,14:30,0
DL,LGA,DCA,2,ontime,15:30,15:31,1
DL,LGA,DCA,2,delayed,16:30,17:17,47
DL,LGA,DCA,2,ontime,17:30,17:31,1
DL,LGA,DCA,2,ontime,18:30,18:31,1
DL,LGA,DCA,2,ontime,19:30,19:30,0
DL,LGA,DCA,2,ontime,20:30,20:29,-1
MQ,JFK,DCA,2,ontime,15:30,15:22,-8
MQ,JFK,DCA,2,ontime,6:00,5:48,-12
MQ,JFK,DCA,2,ontime,18:30,18:23,-7
MQ,LGA,DCA,2,ontime,7:00,6:53,-7
MQ,LGA,DCA,2,ontime,8:00,7:59,-1
MQ,LGA,DCA,2,ontime,9:00,8:50,-10
MQ,LGA,DCA,2,ontime,11:00,10:57,-3
MQ,LGA,DCA,2,ontime,13:00,12:55,-5
MQ,LGA,DCA,2,ontime,14:00,13:50,-10
MQ,LGA,DCA,2,ontime,15:00,14:58,-2
MQ,LGA,DCA,2,ontime,16:00,15:51,-9
MQ,LGA,DCA,2,delayed,19:00,20:04,64
UA,LGA,IAD,2,ontime,8:50,8:44,-6
US,LGA,DCA,2,ontime,6:30,6:26,-4
US,LGA,DCA,2,ontime,7:00,6:58,-2
US,LGA,DCA,2,ontime,8:00,7:58,-2
US,LGA,DCA,2,ontime,9:00,8:59,-1
US,LGA,DCA,2,ontime,10:00,9:57,-3
US,LGA,DCA,2,ontime,11:00,10:55,-5
US,LGA,DCA,2,ontime,12:00,11:56,-4
US,LGA,DCA,2,ontime,13:00,12:58,-2
US,LGA,DCA,2,ontime,14:00,13:57,-3
US,LGA,DCA,2,ontime,15:00,14:56,-4
US,LGA,DCA,2,ontime,16:00,15:54,-6
US,LGA,DCA,2,ontime,17:00,16:57,-3
US,LGA,DCA,2,ontime,18:00,17:58,-2
US,LGA,DCA,2,ontime,19:00,18:58,-2
US,LGA,DCA,2,ontime,20:00,19:57,-3
US,LGA,DCA,2,ontime,21:00,20:57,-3
RU,EWR,BWI,2,ontime,14:55,14:53,-2
RU,EWR,BWI,2,ontime,10:30,10:27,-3
RU,EWR,BWI,2,delayed,17:20,17:23,3
RU,EWR,BWI,2,ontime,7:00,6:55,-5
CO,EWR,DCA,2,ontime,19:00,18:56,-4
CO,EWR,DCA,2,ontime,17:30,17:23,-7
CO,EWR,DCA,2,ontime,13:00,12:50,-10
CO,EWR,DCA,2,ontime,7:35,7:29,-6
DH,EWR,IAD,2,ontime,8:40,8:35,-5
DH,EWR,IAD,2,ontime,17:10,17:00,-10
DH,EWR,IAD,2,ontime,12:45,12:36,-9
DH,EWR,IAD,2,ontime,21:20,21:13,-7
DH,EWR,IAD,2,ontime,6:30,6:25,-5
DH,EWR,IAD,2,ontime,14:30,14:26,-4
RU,EWR,DCA,2,ontime,16:30,16:24,-6
RU,EWR,DCA,2,ontime,21:00,20:52,-8
RU,EWR,DCA,2,ontime,13:59,13:57,-2
RU,EWR,IAD,2,ontime,17:00,16:50,-10
RU,EWR,DCA,2,ontime,6:45,6:38,-7
RU,EWR,IAD,2,ontime,19:00,18:55,-5
RU,EWR,DCA,2,ontime,9:00,8:59,-1
RU,EWR,IAD,2,ontime,13:00,12:55,-5
RU,EWR,DCA,2,delayed,15:25,15:55,30
RU,EWR,IAD,2,ontime,15:00,14:56,-4
RU,EWR,IAD,2,delayed,7:00,7:08,8
OH,JFK,BWI,3,ontime,14:55,14:55,0
DH,LGA,IAD,3,ontime,12:45,12:39,-6
DH,LGA,IAD,3,ontime,14:55,14:48,-7
DH,LGA,IAD,3,ontime,17:15,17:14,-1
DH,LGA,IAD,3,delayed,21:20,22:20,60
DH,LGA,IAD,3,delayed,6:40,7:02,22
DH,LGA,IAD,3,ontime,10:40,10:32,-8
DH,JFK,IAD,3,ontime,8:40,8:36,-4
DH,JFK,IAD,3,ontime,12:40,12:37,-3
DH,JFK,IAD,3,ontime,14:55,15:04,9
DH,JFK,IAD,3,ontime,16:45,16:39,-6
DH,JFK,IAD,3,ontime,17:15,17:10,-5
DH,JFK,IAD,3,ontime,21:20,21:18,-2
DH,JFK,IAD,3,ontime,16:10,16:03,-7
DL,JFK,DCA,3,ontime,14:55,14:56,1
DL,LGA,DCA,3,ontime,6:30,6:30,0
DL,LGA,DCA,3,ontime,7:30,7:30,0
DL,LGA,DCA,3,ontime,8:30,8:31,1
DL,LGA,DCA,3,ontime,9:30,9:31,1
DL,LGA,DCA,3,ontime,10:30,10:31,1
DL,LGA,DCA,3,ontime,11:30,11:31,1
DL,LGA,DCA,3,ontime,12:30,12:30,0
DL,LGA,DCA,3,ontime,13:30,13:32,2
DL,LGA,DCA,3,ontime,14:30,14:31,1
DL,LGA,DCA,3,ontime,15:30,15:30,0
DL,LGA,DCA,3,delayed,16:30,16:32,2
DL,LGA,DCA,3,ontime,17:30,17:30,0
DL,LGA,DCA,3,ontime,18:30,18:28,-2
DL,LGA,DCA,3,ontime,19:30,19:28,-2
DL,LGA,DCA,3,ontime,20:30,20:32,2
MQ,JFK,DCA,3,ontime,15:30,15:25,-5
MQ,JFK,DCA,3,ontime,6:00,5:55,-5
MQ,JFK,DCA,3,ontime,18:30,18:30,0
MQ,LGA,DCA,3,ontime,7:00,6:52,-8
MQ,LGA,DCA,3,ontime,8:00,7:53,-7
MQ,LGA,DCA,3,ontime,9:00,8:57,-3
MQ,LGA,DCA,3,ontime,11:00,10:50,-10
MQ,LGA,DCA,3,ontime,13:00,12:52,-8
MQ,LGA,DCA,3,ontime,14:00,13:49,-11
MQ,LGA,DCA,3,ontime,15:00,14:52,-8
MQ,LGA,DCA,3,ontime,16:00,15:56,-4
MQ,LGA,DCA,3,ontime,17:00,16:53,-7
MQ,LGA,DCA,3,ontime,19:00,18:53,-7
UA,LGA,IAD,3,ontime,8:50,8:46,-4
US,LGA,DCA,3,ontime,6:30,6:27,-3
US,LGA,DCA,3,ontime,7:00,6:59,-1
US,LGA,DCA,3,ontime,8:00,7:59,-1
US,LGA,DCA,3,ontime,9:00,8:55,-5
US,LGA,DCA,3,ontime,10:00,9:56,-4
US,LGA,DCA,3,ontime,11:00,10:56,-4
US,LGA,DCA,3,ontime,12:00,11:55,-5
US,LGA,DCA,3,ontime,13:00,12:55,-5
US,LGA,DCA,3,ontime,14:00,13:57,-3
US,LGA,DCA,3,ontime,15:00,14:56,-4
US,LGA,DCA,3,ontime,16:00,15:58,-2
US,LGA,DCA,3,ontime,17:00,16:58,-2
US,LGA,DCA,3,ontime,18:00,18:03,3
US,LGA,DCA,3,ontime,19:00,18:59,-1
US,LGA,DCA,3,ontime,20:00,19:56,-4
US,LGA,DCA,3,ontime,21:00,20:58,-2
RU,EWR,BWI,3,ontime,7:00,6:58,-2
RU,EWR,BWI,3,ontime,14:55,14:52,-3
RU,EWR,BWI,3,delayed,17:20,17:26,6
RU,EWR,BWI,3,ontime,10:30,10:28,-2
CO,EWR,DCA,3,delayed,17:30,17:27,-3
CO,EWR,DCA,3,ontime,19:00,18:58,-2
CO,EWR,DCA,3,ontime,13:00,12:56,-4
CO,EWR,DCA,3,ontime,7:35,7:28,-7
DH,EWR,IAD,3,ontime,8:40,8:59,19
DH,EWR,IAD,3,delayed,17:10,17:02,-8
DH,EWR,IAD,3,ontime,12:45,12:35,-10
DH,EWR,IAD,3,ontime,21:20,21:45,25
DH,EWR,IAD,3,ontime,6:30,6:27,-3
DH,EWR,IAD,3,ontime,14:30,14:24,-6
RU,EWR,DCA,3,ontime,6:45,6:43,-2
RU,EWR,IAD,3,delayed,15:00,14:55,-5
RU,EWR,DCA,3,ontime,21:00,20:54,-6
RU,EWR,DCA,3,delayed,16:30,16:48,18
RU,EWR,IAD,3,ontime,19:00,18:57,-3
RU,EWR,DCA,3,delayed,15:25,15:20,-5
